id,collection,type,city,street,severity,reportBy,confidence,eventId
12454,atascos,NONE,"","Rafael Sotomayor",0,"",0,jam_1255026696
12455,atascos,NONE,"",Cuevas,0,"",0,jam_1254966058
12456,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1255022686
12457,atascos,NONE,"","Santa Elvira",0,"",0,jam_1255042234
12458,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1255044358
12459,alertas,HAZARD,"Lo Prado","9 de Julio",0,"",0,alert_alert-231399893/63492b66-2dc9-483a-bfb7-5b960a31f100
12460,atascos,NONE,"","Obispo Manuel Umaña",0,"",0,jam_1255086060
12461,atascos,NONE,"",Chacabuco,0,"",0,jam_1255150566
12462,atascos,NONE,"",Dieciocho,0,"",0,jam_1255102138
12463,atascos,NONE,"","Santo Domingo",0,"",0,jam_1255170696
12464,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1255182172
12465,atascos,NONE,"","Cóndor",0,"",0,jam_1255244620
12466,atascos,NONE,"",Aguirre,0,"",0,jam_1255314650
12467,atascos,NONE,"","San Francisco de Borja",0,"",0,jam_1255272014
12468,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1255348084
12469,atascos,NONE,"","Av. Joaquín Walker Martínez",0,"",0,jam_1255379022
12470,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1255447608
12471,atascos,NONE,"",Dardignac,0,"",0,jam_1255480210
12472,atascos,NONE,"","Guillermo Franke",0,"",0,jam_1255487020
12473,atascos,NONE,"","Constitución",0,"",0,jam_1255762908
12474,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1255778558
12475,atascos,NONE,"","Juan de Barros",0,"",0,jam_1255780796
12476,atascos,NONE,"","Almirante Riveros",0,"",0,jam_1255749802
12477,atascos,NONE,"","Camino de Loyola",0,"",0,jam_1255806830
12478,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1255749792
12479,atascos,NONE,"","Arzobispo Larraín Gandarillas",0,"",0,jam_1255753830
12480,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1255843512
12481,atascos,NONE,"",Herrera,0,"",0,jam_1255891146
12482,atascos,NONE,"","San Ignacio de Loyola",0,"",0,jam_1255861606
12483,atascos,NONE,"","Cruchaga Montt",0,"",0,jam_1255893416
12484,atascos,NONE,"","Camino de Loyola",0,"",0,jam_1255951136
12485,alertas,POLICE,"Ñuñoa",Mujica,0,"",0,alert_alert-231441083/bd5a743a-3cda-4401-a6e8-948aab67a5e3
12486,atascos,NONE,"",Madrid,0,"",0,jam_1256022360
12487,atascos,NONE,"","Huérfanos",0,"",0,jam_1255999410
12488,atascos,NONE,"","Aviador Blériot",0,"",0,jam_1255957992
12489,alertas,HAZARD,Santiago,"Tarapacá",0,"",0,alert_alert-231386774/25d58601-c075-4d99-a9cb-b6059590e3d2
12490,atascos,NONE,"",Arauco,0,"",0,jam_1256013034
12491,atascos,NONE,"","Pedro Lagos",0,"",0,jam_1256021094
12492,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1256039968
12493,atascos,NONE,"","Claudio Gay",0,"",0,jam_1256095834
12494,atascos,NONE,"","Juan de Barros",0,"",0,jam_1256143410
12495,atascos,NONE,"","San Ignacio de Loyola",0,"",0,jam_1256113482
12496,atascos,NONE,"","Santiago Concha",0,"",0,jam_1256121126
12497,atascos,NONE,"","Sazié",0,"",0,jam_1256154224
12498,atascos,NONE,"","Ejército Libertador",0,"",0,jam_1256282494
12499,alertas,HAZARD,Santiago,"Av. Santa Rosa",0,"",0,alert_alert-231495626/cb664529-14b8-420e-8b0f-6e84c642715b
12500,alertas,POLICE,Santiago,"Av. Vicuña Mackenna",0,"",0,alert_alert-231436257/3e892f33-35c3-437e-9da0-3497b3463253
12501,atascos,NONE,"","Santa Teresa",0,"",0,jam_1256325710
12502,atascos,NONE,"","San Ignacio de Loyola",0,"",0,jam_1256385986
12503,atascos,NONE,"",Abtao,0,"",0,jam_1256458256
12504,atascos,NONE,"","Av. María Rozas Velásquez",0,"",0,jam_1256397080
12505,atascos,NONE,"","Ventura Lavalle",0,"",0,jam_1256536180
12506,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1256614876
12507,atascos,NONE,"","Av. María Rozas Velásquez",0,"",0,jam_1256783248
12508,atascos,NONE,"",Zenteno,0,"",0,jam_1256772482
12509,atascos,NONE,"","Constitución",0,"",0,jam_1256783254
12510,alertas,POLICE,Santiago,"Alejandro I",0,"",0,alert_alert-231529550/509103fe-6ad4-4055-b34a-43ee10ad5433
12511,atascos,NONE,"",Villasana,0,"",0,jam_1256825190
12512,atascos,NONE,"","Morandé",0,"",0,jam_1257006392
12513,alertas,HAZARD,Santiago,"Santa Isabel",0,"",0,alert_alert-231628224/a9a9a9fd-22d1-4928-84d8-3a4c07ce125e
12514,alertas,HAZARD,"Quinta Normal","Coronel Robles",0,"",0,alert_alert-231526290/a5462e7c-98ba-45f9-803b-8068d645d322
12515,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1257121802
12516,atascos,NONE,"",Maule,0,"",0,jam_1257144582
12517,atascos,NONE,"",Moneda,0,"",0,jam_1257231632
12518,atascos,NONE,"","Córdova y Figueroa",0,"",0,jam_1257295738
12519,alertas,POLICE,Santiago,"San Diego",0,"",0,alert_alert-231589860/35b0af95-4cc7-41ac-8535-133077c7e196
12520,atascos,NONE,"","San Diego",0,"",0,jam_1257499418
12521,atascos,NONE,"",Villasana,0,"",0,jam_1257461538
12522,atascos,NONE,"","General Jofré",0,"",0,jam_1257476840
12523,atascos,NONE,"",Abtao,0,"",0,jam_1257484488
12524,atascos,NONE,"",Maturana,0,"",0,jam_1257461548
12525,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-231511501/d406781f-be28-478f-a38e-4261f2805ae4
12526,atascos,NONE,"",Zenteno,0,"",0,jam_1257604614
12527,atascos,NONE,"",Edison,0,"",0,jam_1257755484
12528,atascos,NONE,"",Aldunate,0,"",0,jam_1257786410
12529,atascos,NONE,"",Madrid,0,"",0,jam_1257816316
12530,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1257911214
12531,alertas,HAZARD,Santiago,Portugal,0,"",0,alert_alert-231571565/afa3cd13-29aa-4bab-bf6c-022890ceaeda
12532,atascos,NONE,"","Almirante Latorre",0,"",0,jam_1258017368
12533,atascos,NONE,"",Aldunate,0,"",0,jam_1258085702
12534,atascos,NONE,"",Zenteno,0,"",0,jam_1258184504
12535,atascos,NONE,"","Santa Victoria",0,"",0,jam_1258196034
12536,atascos,NONE,"",Villasana,0,"",0,jam_1258153768
12537,atascos,NONE,"","Morandé",0,"",0,jam_1258400346
12538,atascos,NONE,"","Alcérreca",0,"",0,jam_1258629278
12539,atascos,NONE,"","Ruiz Tagle",0,"",0,jam_1258674920
12540,atascos,NONE,"",Zenteno,0,"",0,jam_1258716086
12541,atascos,NONE,"","Obispo Donoso",0,"",0,jam_1258731578
12542,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1258910716
12543,alertas,HAZARD,Santiago,"Av. Presidente Balmaceda",0,"",0,alert_alert-231602623/e3ebde5c-d8e4-40c6-bc7a-cca9ea8d7ac0
12544,alertas,CHIT_CHAT,"Estación Central","Manuel Rodríguez",0,"",0,alert_alert-231622147/ef80bc8e-3a9b-400b-9ea6-15395f216140
12545,atascos,NONE,"","Manuel Rodríguez",0,"",0,jam_1258972268
12546,atascos,NONE,"",Chacabuco,0,"",0,jam_1258960146
12547,atascos,NONE,"","Almirante Barroso",0,"",0,jam_1259036622
12548,atascos,NONE,"",Iquique,0,"",0,jam_1259048206
12549,alertas,HAZARD,Recoleta,"Pío Nono",0,"",0,alert_alert-231783628/f30646ff-ae30-46b0-aba5-09a0fb20a7b3
12550,alertas,POLICE,Recoleta,"Pío Nono",0,"",0,alert_alert-231803381/3d1effe4-a5e4-4b7d-8e1f-9e005aa863d4
12551,atascos,NONE,"","Veteranos del 79",0,"",0,jam_1259151226
12552,atascos,NONE,"","Buenos Aires",0,"",0,jam_1259315774
12553,atascos,NONE,"","Huérfanos",0,"",0,jam_1259373442
12554,atascos,NONE,"","Buzo Sobenes",0,"",0,jam_1259358182
12555,atascos,NONE,"","Roberto Espinoza",0,"",0,jam_1259422730
12556,alertas,HAZARD,"Estación Central","Manuel Rodríguez",0,"",0,alert_alert-231622993/ac49fa58-4d37-434b-9f2d-06b75ecbdbf7
12557,atascos,NONE,"",Radal,0,"",0,jam_1259453616
12558,atascos,NONE,"","García Reyes",0,"",0,jam_1259491702
12559,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1259595024
12560,atascos,NONE,"",Maturana,0,"",0,jam_1259660724
12561,atascos,NONE,"",Galvarino,0,"",0,jam_1259736912
12562,atascos,NONE,"","Padre Alonso de Ovalle",0,"",0,jam_1259752494
12563,atascos,NONE,"","Joaquín Díaz Garcés",0,"",0,jam_1259940512
12564,atascos,NONE,"","Capitán Gálvez",0,"",0,jam_1260440678
12565,alertas,HAZARD,"","Autopista Costanera Norte",0,"",0,alert_alert-231815408/95f94b21-d1db-48cd-aa82-e46d21d256f1
12566,atascos,NONE,"",Esperanza,0,"",0,jam_1260762828
12567,atascos,NONE,"","Nicasio Retamales",0,"",0,jam_1260837052
12568,atascos,NONE,"","Vicuña Rozas",0,"",0,jam_1260955592
12569,atascos,NONE,"","Ruiz Tagle",0,"",0,jam_1261032864
12570,atascos,NONE,"","Calle Central",0,"",0,jam_1261079250
12571,alertas,HAZARD,Santiago,"Abate Molina",0,"",0,alert_alert-231877666/45a09913-cb3f-4166-8aec-80fe4e0d080d
12572,alertas,HAZARD,Santiago,"Maquinista Escobar",0,"",0,alert_alert-231963780/71d0299b-ae35-479e-b561-54703a7e6f3a
12573,alertas,HAZARD,Santiago,"Av. Almirante Blanco Encalada",0,"",0,alert_alert-231826661/623c1c49-d908-48d3-be30-53a6c0098060
12574,alertas,HAZARD,"Estación Central",Arica,0,"",0,alert_alert-231901494/71f544a7-9e20-4ff4-87bd-d72183b87b6f
12575,alertas,HAZARD,"Estación Central",Arica,0,"",0,alert_alert-231870940/92e252c8-b7ab-4a88-b35c-9eae4be87fc6
12576,atascos,NONE,"","Ramón Subercaseaux",0,"",0,jam_1261678918
12577,alertas,HAZARD,"Estación Central","Concón",0,"",0,alert_alert-231866180/23a4a545-8475-42f3-ac62-bfd9e378e114
12578,atascos,NONE,"",Moneda,0,"",0,jam_1261767346
12579,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-231999591/266bd057-be64-482f-8e3a-6740a0c2f70c
12580,atascos,NONE,"","Club Hípico",0,"",0,jam_1261864256
12581,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-232028505/291e4014-3525-4ea2-8a0c-86f1f753597b
12582,atascos,NONE,"","Av. Cardenal José María Caro",0,"",0,jam_1261948826
12583,atascos,NONE,"","Padre Alonso de Ovalle",0,"",0,jam_1261933250
12584,atascos,NONE,"","Club Hípico",0,"",0,jam_1261844618
12585,atascos,NONE,"","Club Hípico",0,"",0,jam_1261917946
12586,atascos,NONE,"","Juárez Larga",0,"",0,jam_1262055976
12587,atascos,NONE,"",Marcoleta,0,"",0,jam_1262502560
12588,atascos,NONE,"",Temuco,0,"",0,jam_1262471130
12589,alertas,HAZARD,"Estación Central","Av. Padre Alberto Hurtado",0,"",0,alert_alert-232123550/0c3edbbe-c879-43b3-99f7-154f5ea34bf3
12590,atascos,NONE,"","Av. María Rozas Velásquez",0,"",0,jam_1262952586
12591,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1262960232
12592,atascos,NONE,"","Santa Elena",0,"",0,jam_1262952532
12593,atascos,NONE,"",Villasana,0,"",0,jam_1263006424
12594,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1263194558
12595,atascos,NONE,"",Villasana,0,"",0,jam_1263264412
12596,atascos,NONE,"",Escanilla,0,"",0,jam_1263283328
12597,atascos,NONE,"","General Mackenna",0,"",0,jam_1263429914
12598,atascos,NONE,"",Santiaguillo,0,"",0,jam_1263676054
12599,atascos,NONE,"","Av. Ricardo Cumming",0,"",0,jam_1263699198
12600,atascos,NONE,"","General Bulnes",0,"",0,jam_1263911094
12601,atascos,NONE,"",Edison,0,"",0,jam_1263907126
12602,atascos,NONE,"",Esperanza,0,"",0,jam_1264528008
12603,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1264829142
12604,atascos,NONE,"",Libertad,0,"",0,jam_1264825556
12605,atascos,NONE,"","Av. Poeta Pedro Prado",0,"",0,jam_1264963412
12606,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-232107142/912cdd65-7587-4ee1-bd7c-52b9fd757539
12607,atascos,NONE,"","Constitución",0,"",0,jam_1265172322
12608,atascos,NONE,"","Av. España",0,"",0,jam_1265411098
12609,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-232299121/12d51505-5ce3-4c1d-96da-f90eeb46385e
12610,atascos,NONE,"","Av. Carrascal",0,"",0,jam_1265646260
12611,atascos,NONE,"","Copiapó",0,"",0,jam_1265700660
12612,atascos,NONE,"",Moneda,0,"",0,jam_1266149102
12613,alertas,HAZARD,Santiago,"Santa Isabel",0,"",0,alert_alert-232430562/a46d73e6-18d2-45de-aa1c-a5c96376ed72
12614,atascos,NONE,"",Radal,0,"",0,jam_1266399354
12615,atascos,NONE,"","Rivas Vicuña",0,"",0,jam_1266638414
12616,atascos,NONE,"","Chiloé",0,"",0,jam_1266631142
12617,alertas,HAZARD,Santiago,"Av. Santa Rosa",0,"",0,alert_alert-232557987/b3043bc8-de13-4d8c-ba5f-4d8f8a71b3a9
12618,alertas,HAZARD,Santiago,"Tarapacá",0,"",0,alert_alert-232577420/86168da6-8e18-4dc4-8e47-2004c2fae1c7
12619,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1266697862
12620,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-233033143/b436d656-dc19-4a2f-9063-29ef31de235a
12621,atascos,NONE,"",Zenteno,0,"",0,jam_1267286630
12622,alertas,HAZARD,Santiago,"Av. Vicuña Mackenna",0,"",0,alert_alert-233047142/ff34dc72-f47b-4838-93c6-f77df95e3408
12623,alertas,POLICE,Santiago,"San Isidro",0,"",0,alert_alert-233077372/3a0bf6d0-e9f2-4345-98a5-4db0b8c64af1
12624,atascos,NONE,"",Zenteno,0,"",0,jam_1267599038
12625,atascos,NONE,"","Av. Poeta Pedro Prado",0,"",0,jam_1267591698
12626,atascos,NONE,"","Roberto Espinoza",0,"",0,jam_1267804096
12627,alertas,ACCIDENT,Santiago,"Chiloé",0,"",0,alert_alert-233464402/f0a3919a-0200-4e4a-b77f-c2b7d70128ae
12628,atascos,NONE,"","José Miguel Carrera",0,"",0,jam_1267922646
12629,atascos,NONE,"","San Diego",0,"",0,jam_1268146570
12630,atascos,NONE,"","Bombero Núñez",0,"",0,jam_1268208638
12631,atascos,NONE,"","García Reyes",0,"",0,jam_1268532940
12632,atascos,NONE,"",Marcoleta,0,"",0,jam_1268570804
12633,atascos,NONE,"","Roberto Espinoza",0,"",0,jam_1268525392
12634,atascos,NONE,"","Rivas Vicuña",0,"",0,jam_1268651878
12635,alertas,POLICE,Santiago,"San Francisco",0,"",0,alert_alert-233823053/93047db6-1e5e-4696-ad1d-150c037ec927
12636,atascos,NONE,"",Rondizzoni,0,"",0,jam_1268926096
12637,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1269303694
12638,atascos,NONE,"",Agustinas,0,"",0,jam_1269262130
12639,atascos,NONE,"","Antonia López de Bello",0,"",0,jam_1269378090
12640,atascos,NONE,"","Arturo Prat",0,"",0,jam_1269427472
12641,alertas,HAZARD,Santiago,"Santa Victoria",0,"",0,alert_alert-234338729/198b0554-c205-4db6-815f-a127693d05b7
12642,alertas,HAZARD,Santiago,"José Victorino Lastarria",0,"",0,alert_alert-234463412/a1424cda-fd3b-4f3e-b422-a15cd3d07425
12643,atascos,NONE,"","Barros Arana",0,"",0,jam_1270327418
12644,atascos,NONE,"","Av. San Pablo",0,"",0,jam_1270446554
12645,atascos,NONE,"","Av. Brasil",0,"",0,jam_1270547854
12646,atascos,NONE,"","Cóndor",0,"",0,jam_1270582752
12647,atascos,NONE,"",Aguirre,0,"",0,jam_1270646090
12648,atascos,NONE,"",Moneda,0,"",0,jam_1270799548
12649,alertas,HAZARD,Santiago,"Hermanos Amunátegui",0,"",0,alert_alert-234663111/6e971880-9ec4-44e0-baf4-998f33942294
12650,atascos,NONE,"","Ruiz Tagle",0,"",0,jam_1270950310
12651,atascos,NONE,"","Copiapó",0,"",0,jam_1271112890
12652,atascos,NONE,"",Catedral,0,"",0,jam_1271221418
12653,atascos,NONE,"","Echeverría",0,"",0,jam_1271835818
12654,atascos,NONE,"","Río de Janeiro",0,"",0,jam_1271839472
12655,atascos,NONE,"","Cóndor",0,"",0,jam_1272285416
12656,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1272571252
12657,atascos,NONE,"",Radal,0,"",0,jam_1272878008
12658,atascos,NONE,"",Dardignac,0,"",0,jam_1273008804
12659,atascos,NONE,"","Maipú",0,"",0,jam_1273032126
12660,atascos,NONE,"","Obispo Manuel Umaña",0,"",0,jam_1273504526
12661,atascos,NONE,"",Portugal,0,"",0,jam_1273898492
12662,atascos,NONE,"","Santo Domingo",0,"",0,jam_1274839110
12663,atascos,NONE,"",Dardignac,0,"",0,jam_1274963506
12664,atascos,NONE,"","Ernesto Pinto Lagarrigue",0,"",0,jam_1275157236
12665,atascos,NONE,"","Raulí",0,"",0,jam_1275579690
12666,atascos,NONE,"","Julio Bañados",0,"",0,jam_1275560458
12667,atascos,NONE,"",Gamero,0,"",0,jam_1275594494
12668,atascos,NONE,"",Lastra,0,"",0,jam_1275579710
12669,atascos,NONE,"","Ruiz Tagle",0,"",0,jam_1275978732
12670,atascos,NONE,"","Av. 5 de Abril",0,"",0,jam_1275921302
12671,atascos,NONE,"","Santa Victoria",0,"",0,jam_1276222236
12672,atascos,NONE,"","Manuel Antonio Tocornal",0,"",0,jam_1276354934
12673,atascos,NONE,"",Lastra,0,"",0,jam_1276320894
12674,atascos,NONE,"","Conde del Maule",0,"",0,jam_1276339456
12675,alertas,HAZARD,Santiago,Carmen,0,"",0,alert_alert-235857034/98bb7f2e-f52b-4890-bbc6-bdda719847d8
12676,atascos,NONE,"","Manuel Antonio Tocornal",0,"",0,jam_1276739484
12677,atascos,NONE,"","Conde del Maule",0,"",0,jam_1277022330
12678,atascos,NONE,"","Padre Damián Deveuster",0,"",0,jam_1277641828
12679,atascos,NONE,"","Santa Victoria",0,"",0,jam_1277698758
12680,atascos,NONE,"","Ernesto Pinto Lagarrigue",0,"",0,jam_1277901888
12681,atascos,NONE,"","Coronel Godoy",0,"",0,jam_1278232016
12682,atascos,NONE,"",Portugal,0,"",0,jam_1278516504
12683,alertas,POLICE,Independencia,"Av. Presidente Eduardo Frei Montalva",0,"",0,alert_alert-236293208/b31fab82-e38b-4726-853f-e27ef201b7af
12684,atascos,NONE,"","Sierra Bella",0,"",0,jam_1278633492
12685,atascos,NONE,"","Padre Orellana",0,"",0,jam_1279006680
12686,atascos,NONE,"","General Mackenna",0,"",0,jam_1278937328
12687,atascos,NONE,"","Coronel Godoy",0,"",0,jam_1279241952
12688,atascos,NONE,"","Cruchaga Montt",0,"",0,jam_1279423678
12689,atascos,NONE,"","Colón",0,"",0,jam_1279405116
12690,atascos,NONE,"",Salas,0,"",0,jam_1279778260
12691,atascos,NONE,"","Veteranos del 79",0,"",0,jam_1279899982
12692,alertas,POLICE,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-236366638/a1aac679-6237-4fe5-912c-29d090ee7c04
12693,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1280215650
12694,atascos,NONE,"","Hermanos Amunátegui",0,"",0,jam_1280512378
12695,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1281147926
12696,atascos,NONE,"","Av. San Pablo",0,"",0,jam_1281293230
12697,atascos,NONE,"","Av. Libertador Bernardo O'Higgins Lateral",0,"",0,jam_1281270184
12698,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1281308678
12699,alertas,CHIT_CHAT,Santiago,"Enrique Mac Iver",0,"",0,alert_alert-236617477/b3cee166-b1cc-4d28-9ecc-74616fe6cd31
12700,atascos,NONE,"","Av. La Paz",0,"",0,jam_1281590214
12701,atascos,NONE,"","Adolfo Ibáñez",0,"",0,jam_1281636478
12702,atascos,NONE,"",Lastra,0,"",0,jam_1281762210
12703,atascos,NONE,"",Miraflores,0,"",0,jam_1281801202
12704,atascos,NONE,"","San Ignacio de Loyola",0,"",0,jam_1282117000
12705,atascos,NONE,"",Lira,0,"",0,jam_1282178568
12706,atascos,NONE,"","Carlos Lorca Tobar",0,"",0,jam_1282503746
12707,atascos,NONE,"","Carlos Pezoa Véliz",0,"",0,jam_1282641834
12708,atascos,NONE,"",Lira,0,"",0,jam_1282844906
12709,atascos,NONE,"","Toro Mazotte",0,"",0,jam_1283205526
12710,atascos,NONE,"","Nicasio Retamales",0,"",0,jam_1283578022
12711,alertas,CHIT_CHAT,Santiago,"Eleuterio Ramírez",0,"",0,alert_alert-236935766/9fb088a3-215e-4802-9fe9-fdd80fcd6697
12712,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1283999906
12713,atascos,NONE,"","Santa Victoria",0,"",0,jam_1284169736
12714,atascos,NONE,"","Martínez de Rozas",0,"",0,jam_1284192966
12715,atascos,NONE,"","Carlos Pezoa Véliz",0,"",0,jam_1284631546
12716,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1284781916
12717,atascos,NONE,"","Santa Victoria",0,"",0,jam_1284989402
12718,atascos,NONE,"","Nicasio Retamales",0,"",0,jam_1285023906
12719,atascos,NONE,"",Serrano,0,"",0,jam_1285270624
12720,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-237144530/3e1da442-99fc-4a17-b4ec-35a7c54fc522
12721,atascos,NONE,"","Carlos Pezoa Véliz",0,"",0,jam_1285401262
12722,atascos,NONE,"","Federico Reich",0,"",0,jam_1285428352
12723,atascos,NONE,"",Radal,0,"",0,jam_1285867246
12724,atascos,NONE,"","Av. Brasil",0,"",0,jam_1286283544
12725,atascos,NONE,"","San Isidro",0,"",0,jam_1286310772
12726,atascos,NONE,"","Hermanos Arellano",0,"",0,jam_1286515114
12727,atascos,NONE,"","Santa Victoria",0,"",0,jam_1286492420
12728,atascos,NONE,"","Santa Elena",0,"",0,jam_1286696182
12729,atascos,NONE,"","Almirante Latorre",0,"",0,jam_1287113612
12730,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-237324423/439f6453-d40c-4c25-8377-881aadeb14d0
12731,atascos,NONE,"","Ernesto Pinto Lagarrigue",0,"",0,jam_1288062708
12732,atascos,NONE,"","Santo Domingo",0,"",0,jam_1288484304
12733,atascos,NONE,"","Federico Reich",0,"",0,jam_1288518864
12734,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1288697186
12735,atascos,NONE,"","Aníbal Pinto",0,"",0,jam_1288921432
12736,atascos,NONE,"","Ernesto Pinto Lagarrigue",0,"",0,jam_1288913644
12737,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-237412044/e8116374-5868-4c6c-891e-5c2e4be1ef5d
12738,atascos,NONE,"","Bombero Roberts",0,"",0,jam_1289593932
12739,atascos,NONE,"",Iquique,0,"",0,jam_1289616986
12740,atascos,NONE,"","Pedro Lagos",0,"",0,jam_1290418458
12741,atascos,NONE,"","Santo Domingo",0,"",0,jam_1290363772
12742,alertas,POLICE,"Estación Central",Arica,0,"",0,alert_alert-237618477/76c37f43-7371-4e69-b70f-da0a3f5ca23f
12743,alertas,HAZARD,"Estación Central","General Amengual",0,"",0,alert_alert-237599355/81333917-fd25-438b-9532-daf8291d1f6f
12744,atascos,NONE,"","Federico Reich",0,"",0,jam_1291564506
12745,atascos,NONE,"","General Bulnes",0,"",0,jam_1291576618
12746,atascos,NONE,"","Santa Elena",0,"",0,jam_1291534008
12747,atascos,NONE,"",Teatinos,0,"",0,jam_1291623188
12748,alertas,POLICE,"Quinta Normal","Av. Poeta Pedro Prado",0,"",0,alert_alert-237641357/68a2a6d5-1861-48d0-ab24-cac447346568
12749,alertas,POLICE,Santiago,"René Carvallo Correa",0,"",0,alert_alert-237686361/3d70116c-f48d-4141-8ecb-9e48a7701812
12750,alertas,HAZARD,"","Autopista Central",0,"",0,alert_alert-237800026/64dc4ec8-50e4-4871-a894-59d2c24cce1f
12751,atascos,NONE,"","Arturo Prat",0,"",0,jam_1292561096
12752,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1292832284
12753,atascos,NONE,"",Moneda,0,"",0,jam_1293107274
12754,alertas,HAZARD,Independencia,"Av. La Paz",0,"",0,alert_alert-237821241/02ab35fa-dc7b-4a02-8499-9951d89b0dbd
12755,atascos,NONE,"","Compañía",0,"",0,jam_1293382478
12756,atascos,NONE,"",Maruri,0,"",0,jam_1293848536
12757,alertas,POLICE,"Estación Central","Av. Padre Alberto Hurtado",0,"",0,alert_alert-237904381/356b5d0c-30de-4ab1-8a3c-2748a7893769
12758,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1294103744
12759,atascos,NONE,"",Aguirre,0,"",0,jam_1294111614
12760,atascos,NONE,"","Ventura Lavalle",0,"",0,jam_1294379302
12761,atascos,NONE,"",Moneda,0,"",0,jam_1294608324
12762,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1294848844
12763,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-237931505/7de40bad-7472-4564-870a-d678855529ba
12764,alertas,HAZARD,Santiago,"Eleuterio Ramírez",0,"",0,alert_alert-237981095/53659573-07f7-4a67-9653-846c6f321482
12765,atascos,NONE,"","Av. Libertador Bernardo O'Higgins Lateral",0,"",0,jam_1295354048
12766,alertas,POLICE,"Estación Central","Av. Padre Alberto Hurtado",0,"",0,alert_alert-238053436/44ee880c-971e-46b3-9364-85644e125efa
12767,atascos,NONE,"","Santo Domingo",0,"",0,jam_1295671736
12768,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1295649094
12769,atascos,NONE,"",Salas,0,"",0,jam_1295897452
12770,atascos,NONE,"","Fariña",0,"",0,jam_1296250574
12771,alertas,HAZARD,Recoleta,"Maestra Lidia Torres",0,"",0,alert_alert-238164418/793e39df-4dde-4f76-a097-fbf196a22530
12772,atascos,NONE,"","Ismael Valdés Vergara",0,"",0,jam_1296706028
12773,atascos,NONE,"","Federico Reich",0,"",0,jam_1296790716
12774,atascos,NONE,"",Buzeta,0,"",0,jam_1296806482
12775,atascos,NONE,"","Ramón Carnicer",0,"",0,jam_1296993636
12776,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1297282196
12777,atascos,NONE,"","General Jofré",0,"",0,jam_1297289988
12778,atascos,NONE,"","Valdés",0,"",0,jam_1297312708
12779,atascos,NONE,"",Buzeta,0,"",0,jam_1297312718
12780,atascos,NONE,"","Av. Padre Alberto Hurtado",0,"",0,jam_1297581042
12781,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1297624000
12782,atascos,NONE,"","Sazié",0,"",0,jam_1297635970
12783,atascos,NONE,"","Nataniel Cox",0,"",0,jam_1297978674
12784,atascos,NONE,"",Merced,0,"",0,jam_1297978670
12785,alertas,CHIT_CHAT,"Estación Central","Av. Padre Alberto Hurtado",0,"",0,alert_alert-238107899/9b49478a-e419-4ae2-a97f-f3f1c85932d1
